id,x,y,age,speed
0,541.2994887903776,790.3018089782875,0.8653033852077184,0.7347164069155953
1,859.2647414920718,1043.7129582522828,0.5388254937342775,3.166886278752287
2,1073.156810718005,719.3279434855492,0.6253470876208395,2.232232077215153
3,887.8723609719789,587.2313127450489,0.5983268151747212,1.7596355575270168
4,725.0340818689651,900.7313773564687,0.5640222070777148,3.7270023486736776
5,949.6389178371599,672.8111927435115,0.6319259310646351,2.9092780177482163
6,987.6708259685204,941.5328591873099,0.5756377953869904,3.6363432100884623
7,1007.9622716366734,974.2054651739973,0.5837657599133684,4.620190740837698
8,1238.4058775253222,1130.0179138479127,0.48089601189488085,4.507051769373274
9,1053.8897368001053,819.0362050368248,0.4823360996512672,4.047730749085515
10,1356.4767429393348,657.9031917114834,0.1788104390583384,5.91238630098894
11,1028.1714748738948,849.7882229576895,0.11310270400118126,4.219956334326458
12,748.5509530613192,1257.0991300834353,0.3519224574378286,5.191785328665048
13,1040.5263184594096,874.055292887271,0.9733938295711305,0.30063415588513087
14,1078.805460981858,770.4416536001199,0.3623863615306774,6.165090493470211
15,905.1540168954917,1005.6567919428593,0.438868133534014,2.664226146894853
16,1037.777934137075,917.5364805509449,0.5579845089558471,3.010897142127049
17,1038.245328723235,937.3075990211418,0.8982840271916499,1.0051283491303837
18,965.4104403099874,888.2288607292561,0.6072687859831492,2.43361247666852
19,774.7697584486012,843.1886453510562,0.714162719218681,2.2218222492668933
20,1064.6969113816813,897.5973137229983,0.3872206091563576,3.0597482920239196
21,777.251280039407,1025.2578897755875,0.2958978896889042,2.194002894555311
22,842.5692171692351,1124.990000832607,0.47125717021727476,4.867172168401179
23,1190.9168759266706,601.1637287172051,0.4551620215521406,3.053708021169002
24,1284.9539146307993,846.6590906768802,0.5172696699308869,2.2144234436615235
25,562.5038400465208,787.5479636371908,0.2422800134878412,1.8429052651220366
26,544.2117229439726,1126.750483650192,0.7860459440807613,1.239221487212374
27,663.7307339259567,917.2264684350661,0.361723267175201,3.105677376862352
28,987.6997903250526,1381.9171333466923,0.10041992908620362,4.9340456893980145
29,969.9120520337086,787.2308744735742,0.6226889811752425,2.981558802280693
30,834.5449676479944,966.8602398713499,0.9032446014478215,1.0801031998485187
31,1371.9601187081103,1122.5576405841157,0.6670692227409105,3.922220257779411
32,1010.8030745524347,773.3743681618798,0.5900834847558339,4.578870945589721
33,903.3495248230504,1318.693281148566,0.641370735231653,1.722327120478922
34,1174.8721505551673,680.9193822813226,0.5055142613643648,4.003030875061946
35,1112.9869043907922,916.1050413183978,0.19354243857952969,2.9859000152939177
36,660.4977024556762,836.388312106455,0.4627503725325389,5.1320361123787
37,1021.4616599427819,691.042990318842,0.14898206386849175,2.8179863484254994
38,1009.4084828855973,903.49566210486,0.3699400123339288,2.8844578392850524
39,870.2287056540683,461.1057009069276,0.6014391758912788,1.5533071500553834
40,1120.0490072823904,833.8075817396804,0.9632996196450123,1.158704043396928
41,899.113462283343,713.9936568727643,0.8537024682681014,0.9430979944347389
42,1152.5470887153974,848.5387199968436,0.8350226083237748,2.0471602541321685
43,1342.5085009333432,1167.8081258310315,0.2126253154753061,7.710584498559135
44,705.9593241647389,541.3516243009555,0.5460901241700411,1.1586934583508308
45,1474.022382721755,1053.111361834445,0.11972532339307715,7.353617892877561
46,537.3518926617833,655.6509416141232,0.18883244735727775,8.583662950251545
47,1043.910259066649,513.0908550278522,0.17360529970385125,8.917139652343774
48,829.0829848349817,980.665433893049,0.22486330477169114,7.554022231035121
