x,y,age,speed
562.9507400154481,752.2180170840063,0.673384677342426,3.9086653211092988
819.8461421312811,1485.899416055578,0.15938597639644606,3.8904949530334134
806.0822313970325,1062.7992588272111,0.7114743575726464,3.4437873053592196
1074.8943204319098,816.3965497101847,0.6828072448692333,1.8440828049872358
792.539528115077,959.7585817529607,0.9303132889852158,1.0481305823488556
595.1533304548586,897.022569531068,0.36106202234701756,5.820549892955191
576.9610660980707,794.7500706264241,0.23160147796368397,3.184802090753379
1058.1793015043265,837.1676281192799,0.7495447654868913,0.7707277923576588
1337.3889178556758,1134.2079906285417,0.3257715315757027,2.309008028821325
876.0236096471407,1100.7482758850892,0.42777046687621634,6.06796249980268
1079.726784690749,204.77420967766489,0.19509055039627743,4.989501732483756
1057.0367423455402,855.7937331322189,0.7758127539276095,2.740369838462294
1127.7158283113163,592.3800363802649,0.46341121683245534,4.740551900720786
1162.774461355441,1019.4779657661173,0.7006807204995691,3.66801737226056
1029.8137327744698,751.9065896397727,0.38531570535436344,2.0108819439535046
737.7143726960201,454.9638614740371,0.45500523963392103,3.6742923406623977
897.2208044115536,1713.8419980202666,0.3020322829570488,5.761786042500516
739.779410807575,437.9632583398126,0.35381057011286854,7.080579675294059
1165.6667781486813,585.4505787477035,0.4749979520002734,4.112186921967994
777.571840688717,1311.0690180038846,0.42824285440199905,1.959609473026989
1014.1564971147848,845.5359977514958,0.7013425029961711,3.162392861717282
798.2462879474042,948.7327664248961,0.3709495950657754,2.5458890415266056
1169.3506944867827,576.0833256044433,0.7620341836110699,3.2660029283380387
768.5175449571434,1013.200567849483,0.516696058009881,5.722020847561991
794.1154042199543,718.3847194818081,0.7087278991996955,1.7274766941620534
933.9808477808452,573.3714868102034,0.8591129395229518,0.7637090927541574
668.6472547584879,600.5160834612683,0.9648199305248208,0.32286299975028265
817.1534436640366,947.0704177262309,0.7366143442924176,3.1505429815730714
589.4307147764084,930.579140964479,0.6864241873607305,2.046273790539679
624.7203919666352,1102.009821506958,0.14298458826547078,4.950421534636528
761.9630809610285,909.3681530888365,0.8817193495525819,1.2268422015317035
1216.0169401698763,1551.8626698596033,0.4824351651029588,4.050024235690742
1116.6378690355552,664.4259377200648,0.36658766486663497,4.236964123505327
1536.2759230273211,409.69765292139766,0.4183430310501669,4.816314339028829
